id,name,ra_deg,dec_deg,mag
32404,32    Gem,101.475825,12.693561,6.47
32411,HIP 32411,101.497485,-14.796127,5.30
32434,HIP 32434,101.550630,-37.775325,6.19
32438,12    Lyn,101.558925,59.441670,4.86
32439,HIP 32439,101.560050,79.564811,5.44
32463,16    Mon,101.635065,8.587153,5.92
32474,HIP 32474,101.662575,-10.107360,5.66
32477,HIP 32477,101.673630,-54.695028,6.45
32480,56Psi5Aur,101.684745,43.577427,5.24
32489,13    Lyn,101.706255,57.169176,5.34
32492,11    CMa,101.712885,-14.425971,5.28
32494,HIP 32494,101.719500,-51.265667,5.39
32500,HIP 32500,101.743845,-87.024964,6.46
32504,12    CMa,101.756175,-21.015402,6.07
32531,HIP 32531,101.827950,-55.539988,5.60
32533,17    Mon,101.832630,8.037254,4.77
32537,HIP 32537,101.839170,-37.929698,5.27
32539,HIP 32539,101.847735,18.193452,6.35
32558,HIP 32558,101.905095,-8.998503,5.08
32562,57Psi6Aur,101.914905,48.789476,5.22
32578,18    Mon,101.965200,2.412159,4.48
32607,Alp Pic,102.047910,-61.941391,3.24
32609,HIP 32609,102.051105,55.704195,5.54
32617,HIP 32617,102.079440,-1.318922,5.75
32677,HIP 32677,102.240570,-15.144726,5.39
32682,HIP 32682,102.265230,1.002065,6.16
32698,HIP 32698,102.318375,-2.272038,5.75
32740,HIP 32740,102.422145,32.606756,5.72
32744,HIP 32744,102.433335,-24.076066,6.31
32746,HIP 32746,102.434520,37.512748,6.49
32753,33    Gem,102.457650,16.202888,5.87
32759,13Kap CMa,102.460245,-32.508478,3.50
32761,HIP 32761,102.463815,-53.622449,4.41
32765,HIP 32765,102.477570,-46.614560,5.14
32768,Tau Pup,102.483990,-50.614560,2.94
32775,HIP 32775,102.504210,-60.249146,6.11
32809,HIP 32809,102.590700,-17.084555,5.77
32810,HIP 32810,102.597285,-31.706057,5.74
32814,35    Gem,102.606240,13.413177,5.68
32827,HIP 32827,102.654000,-25.778394,6.32
32838,HIP 32838,102.676260,-8.040996,6.31
32844,58Psi7Aur,102.691455,41.781230,4.99
32851,HIP 32851,102.707640,-0.540882,5.78
32855,HIP 32855,102.718140,-34.367318,4.99
32864,42    Cam,102.737865,67.571934,5.14
32912,Iot Vol,102.862425,-70.963411,5.41
32918,HIP 32918,102.885720,-48.292754,6.42
32921,36    Gem,102.887685,21.761148,5.28
32931,HIP 32931,102.914070,3.041991,6.37
32938,HIP 32938,102.926775,-36.230270,5.94
32968,HIP 32968,102.999960,23.601718,5.68
32990,HIP 32990,103.095255,-5.316277,6.30
33012,HIP 33012,103.189305,-59.341195,6.41
33015,HIP 33015,103.196415,-43.975594,6.47
33018,34The Gem,103.197240,33.961254,3.60
33024,HIP 33024,103.206120,8.380373,5.75
33040,HIP 33040,103.251255,-26.957632,6.33
33041,59    Aur,103.255875,38.869157,6.10
33044,HIP 33044,103.264740,35.787995,6.03
33048,14    Lyn,103.271070,59.448543,5.34
33056,HIP 33056,103.281570,44.839941,6.24
33064,60    Aur,103.305810,38.438013,6.32
33077,HIP 33077,103.328400,-19.032763,5.65
33079,HIP 33079,103.341000,-18.932844,6.13
33082,HIP 33082,103.343340,10.996650,6.30
33092,15    CMa,103.387110,-20.224254,4.82
33094,HIP 33094,103.391340,-28.539794,6.05
33104,43    Cam,103.426020,68.888309,5.11
33126,HIP 33126,103.481055,-24.538756,6.23
33133,61Psi8Aur,103.487805,38.505018,6.46
33139,HIP 33139,103.509495,-50.611600,6.24
33152,16Omi1CMa,103.533135,-24.184211,3.89
33154,HIP 33154,103.535790,-5.852188,6.39
33160,14The CMa,103.547505,-12.038628,4.08
33184,HIP 33184,103.602765,-1.126996,5.44
33189,HIP 33189,103.611180,-42.365571,6.32
33202,38    Gem,103.660980,13.177827,4.73
33210,HIP 33210,103.675185,-1.756486,6.20
33243,HIP 33243,103.745490,-2.803588,6.03
33248,17    CMa,103.761405,-20.404876,5.80
33269,HIP 33269,103.811070,43.910031,6.16
33271,HIP 33271,103.813320,45.826408,6.31
33277,37    Gem,103.827795,25.375697,5.74
33297,HIP 33297,103.894230,8.324285,6.28
33302,19Pi  CMa,103.905960,-20.136497,4.66
33316,HIP 33316,103.945530,-22.941439,5.29
33330,HIP 33330,103.978215,-31.790179,6.36
33345,18Mu  CMa,104.027685,-14.043430,5.00
33347,20Iot CMa,104.034270,-17.054242,4.36
33357,HIP 33357,104.066625,-48.721144,4.94
33372,HIP 33372,104.107635,9.956578,5.90
33377,Psi9Aur,104.133570,46.273998,5.85
33384,The Men,104.143665,-79.420193,5.45
33394,HIP 33394,104.190420,-35.341334,6.27
33415,HIP 33415,104.233650,46.705352,5.88
33420,HIP 33420,104.250390,-8.179295,6.31
33421,HIP 33421,104.252175,33.681039,5.91
33444,HIP 33444,104.304720,57.563287,6.03
33449,15    Lyn,104.319180,58.422759,4.35
33451,HIP 33451,104.323290,-35.507153,6.23
33453,HIP 33453,104.327100,37.394723,6.48
33465,HIP 33465,104.356620,11.907554,6.26
33478,HIP 33478,104.391300,-24.630841,5.45
33485,16    Lyn,104.404635,45.094094,4.90
33492,HIP 33492,104.427630,-27.537505,6.22
33532,HIP 33532,104.531475,-27.164381,6.36
33558,HIP 33558,104.604570,-34.111708,5.07
33575,HIP 33575,104.649585,-25.414157,5.59
33577,HIP 33577,104.651580,-56.394849,6.46
33579,Adhara,104.656455,-28.972084,1.50
33584,HIP 33584,104.662140,7.622300,6.25
33588,HIP 33588,104.665725,-55.729122,6.26
33590,HIP 33590,104.673885,-45.767593,6.23
33591,HIP 33591,104.682075,-30.998037,6.41
33595,39    Gem,104.697585,26.081079,6.20
33603,HIP 33603,104.737605,3.602355,5.96
33614,62    Aur,104.761890,38.052317,6.02
33644,HIP 33644,104.834055,7.316967,6.34
33650,40    Gem,104.866380,25.914171,6.40
33666,HIP 33666,104.913555,-21.602884,6.26
33682,HIP 33682,104.960670,-67.916443,5.18
33694,HIP 33694,105.016215,76.977408,4.55
33703,HIP 33703,105.034515,-20.158425,6.32
33715,41    Gem,105.065940,16.078998,5.73
33719,Citalá,105.075150,-5.367162,6.29
33729,HIP 33729,105.098985,-8.406821,5.95
33754,HIP 33754,105.163905,-9.202967,6.49
33760,HIP 33760,105.177135,-28.489574,6.28
33774,HIP 33774,105.207270,-33.465530,6.39
33779,HIP 33779,105.214545,-51.402585,5.14
33800,HIP 33800,105.271440,-58.939937,6.01
33804,HIP 33804,105.274770,-25.215634,5.64
33827,HIP 33827,105.339180,70.808296,5.69
33856,Nganurganity,105.429780,-27.934830,3.49
33873,HIP 33873,105.470490,-1.345883,6.20
33878,HIP 33878,105.484935,-5.722065,5.22
33909,HIP 33909,105.564495,-43.403870,6.44
33914,HIP 33914,105.572895,15.336008,5.78
33927,42Ome Gem,105.603255,24.215446,5.20
33929,HIP 33929,105.606390,17.755521,5.96
33937,HIP 33937,105.638700,16.674447,5.86
33971,19    Mon,105.728235,-4.239231,4.99
33977,24Omi2CMa,105.756135,-23.833291,3.02
34000,HIP 34000,105.812925,-59.178109,5.50
34002,HIP 34002,105.824655,9.138355,5.96
34017,HIP 34017,105.876855,29.337081,5.93
34033,HIP 34033,105.908640,10.951817,5.14
34045,Muliphein,105.939555,-15.633286,4.11
34055,HIP 34055,105.964995,12.594242,6.01
34059,HIP 34059,105.973440,-49.583920,4.92
34065,HIP 34065,105.988920,-43.608039,5.56
34066,HIP 34066,105.989400,-10.123765,6.44
34081,HIP 34081,106.011660,-42.337280,5.20
34086,HIP 34086,106.021860,-5.323979,5.63
34088,Mekbuda,106.027215,20.570297,4.01
34105,HIP 34105,106.076355,-56.749724,5.14
34142,HIP 34142,106.196040,-22.031688,6.09
34168,HIP 34168,106.287450,47.775044,6.37
34177,HIP 34177,106.318245,-50.360042,6.47
34182,44    Gem,106.326540,22.637458,6.00
34200,HIP 34200,106.383435,-34.777700,6.15
34215,HIP 34215,106.412610,9.185800,5.78
34217,HIP 34217,106.415865,52.758558,6.17
34234,HIP 34234,106.456830,-10.660080,6.50
34238,HIP 34238,106.465140,70.731924,6.49
34248,HIP 34248,106.502025,-30.655711,6.34
34250,HIP 34250,106.505100,59.801850,6.40
34253,HIP 34253,106.509435,-38.382854,6.09
34267,HIP 34267,106.548330,34.473967,5.55
34270,HIP 34270,106.559610,-68.837580,6.47
34297,HIP 34297,106.649850,-12.393949,6.48
34301,HIP 34301,106.669860,-11.294014,5.41
34318,HIP 34318,106.718655,-24.960572,6.09
34338,HIP 34338,106.776960,4.910582,6.10
34339,HIP 34339,106.779495,-40.893268,5.80
34349,HIP 34349,106.805385,-51.968283,5.96
34350,HIP 34350,106.817835,-59.716416,6.46
34358,HIP 34358,106.843335,34.009288,5.94
34360,HIP 34360,106.844115,-23.840722,5.75
34367,HIP 34367,106.853655,28.176695,6.47
34387,HIP 34387,106.956210,7.471214,5.74
34428,HIP 34428,107.055300,33.832388,6.31
34440,45    Gem,107.091825,15.930675,5.47
34444,Wezen,107.097855,-26.393200,1.83
34462,HIP 34462,107.151015,37.445096,6.19
34473,Gam1Vol,107.176470,-70.497087,5.68
34481,Gam2Vol,107.186820,-70.498932,3.78
34495,HIP 34495,107.212785,-39.655657,4.83
34536,HIP 34536,107.334375,-10.346565,6.23
34561,HIP 34561,107.389020,-16.234509,6.00
34579,HIP 34579,107.429265,-25.231034,5.69
34608,HIP 34608,107.527860,21.246985,6.43
34617,HIP 34617,107.539020,-18.685637,6.23
34622,20    Mon,107.557005,-4.237106,4.91
34624,HIP 34624,107.580510,-27.491520,5.46
34670,HIP 34670,107.697870,-48.932098,5.12
34693,46Tau Gem,107.784885,30.245163,4.41
34722,47    Gem,107.846115,26.856587,5.75
34724,21    Mon,107.848395,-0.301928,5.44
34752,63    Aur,107.913825,39.320549,4.91
34758,HIP 34758,107.923350,-20.883063,5.84
34763,HIP 34763,107.945205,16.976344,6.50
34768,HIP 34768,107.964090,5.654703,6.07
34769,22Del Mon,107.966085,-0.492764,4.15
34780,HIP 34780,108.008250,-63.190059,6.03
34782,HIP 34782,108.017055,-30.821365,6.10
34789,HIP 34789,108.031215,5.474347,6.15
34798,26    CMa,108.050895,-25.942588,5.91
34802,HIP 34802,108.065880,-40.498808,5.30
34817,HIP 34817,108.107595,-36.544381,5.94
34819,48    Gem,108.109905,24.128594,5.85
34834,HIP 34834,108.140250,-46.759305,4.49
34860,HIP 34860,108.204525,27.224823,6.46
34888,HIP 34888,108.279975,-11.251341,5.77
34899,HIP 34899,108.305655,-45.182739,4.87
34909,51    Gem,108.342810,16.158966,5.07
34912,HIP 34912,108.347490,51.428745,5.46
34914,HIP 34914,108.350100,-22.674241,5.99
34922,HIP 34922,108.384555,-44.639739,4.42
34924,HIP 34924,108.401880,-27.356360,6.12
34940,HIP 34940,108.451605,-22.905778,6.34
34954,HIP 34954,108.488910,-30.339791,6.32
34956,HIP 34956,108.491685,71.816584,6.36
34975,HIP 34975,108.545205,-3.901779,5.80
34981,27    CMa,108.563385,-26.352507,4.42
34982,HIP 34982,108.564660,-9.947533,5.90
34987,HIP 34987,108.583590,3.111414,5.36
34999,HIP 34999,108.617715,-10.316245,6.02
35005,HIP 35005,108.635925,12.115824,5.71
35020,HIP 35020,108.658920,-48.271927,4.75
35025,52    Gem,108.674895,24.884984,5.84
35029,HIP 35029,108.691755,-46.849672,5.72
35037,28Ome CMa,108.702735,-26.772667,4.01
35044,HIP 35044,108.713190,-27.037996,5.58
35054,HIP 35054,108.738135,-41.426394,5.95
35080,24    Mon,108.830865,-0.161283,6.42
35083,HIP 35083,108.837810,-30.686447,5.36
35084,HIP 35084,108.838515,-52.499226,5.96
35120,HIP 35120,108.914295,7.977742,5.78
35127,HIP 35127,108.930165,-10.583605,5.95
35132,HIP 35132,108.947070,-23.740280,6.34
35136,HIP 35136,108.958875,47.239964,5.54
35146,18    Lyn,108.979005,59.637467,5.20
35152,53    Gem,108.988200,27.897419,5.75
35180,HIP 35180,109.060650,-15.585689,5.46
35181,HIP 35181,109.064475,-46.774533,5.64
35202,HIP 35202,109.132725,-38.318928,5.81
35205,HIP 35205,109.145805,-27.881179,4.66
35210,HIP 35210,109.153470,-23.315594,4.83
35213,HIP 35213,109.159830,-23.310940,6.02
35226,HIP 35226,109.205880,-36.592633,5.03
35228,Del Vol,109.207620,-67.957152,3.97
35241,HIP 35241,109.238400,-30.897012,6.30
35253,HIP 35253,109.264155,26.689485,6.38
35264,Pi  Pup,109.285665,-37.097470,2.71
35301,HIP 35301,109.381935,-6.679997,6.29
35304,HIP 35304,109.390500,52.131071,5.93
35317,HIP 35317,109.427700,38.876265,6.48
35326,HIP 35326,109.450050,-26.797556,6.45
35341,64    Aur,109.509240,40.883392,5.87
35345,HIP 35345,109.517040,30.955872,6.19
35347,HIP 35347,109.517715,-43.986786,5.86
35350,54Lam Gem,109.523250,16.540383,3.58
35363,HIP 35363,109.576650,-36.733962,4.65
35384,HIP 35384,109.633245,49.464756,5.00
35393,HIP 35393,109.639635,-39.210285,5.24
35406,HIP 35406,109.659105,-36.742735,5.11
35412,29    CMa,109.668240,-24.558701,4.88
35415,30Tau CMa,109.677030,-24.954375,4.37
35427,HIP 35427,109.713645,-26.585854,5.29
35442,HIP 35442,109.758000,-19.280304,6.06
35463,HIP 35463,109.807035,-33.727166,6.31
35476,HIP 35476,109.843215,2.740694,5.90
35487,HIP 35487,109.867410,-16.395244,5.70
35509,HIP 35509,109.948515,7.142947,5.91
35548,HIP 35548,110.028510,15.142928,6.45
35550,Wasat,110.030745,21.982320,3.50
35564,HIP 35564,110.089320,-52.311524,5.50
35589,HIP 35589,110.161710,-52.085924,5.38
35611,HIP 35611,110.228820,-26.963838,6.00
35615,HIP 35615,110.242860,-14.360489,5.59
35623,HIP 35623,110.262930,42.655913,6.33
35626,HIP 35626,110.268060,-25.891643,5.87
35643,HIP 35643,110.322960,45.228200,5.74
35699,56    Gem,110.486925,20.443658,5.09
35707,HIP 35707,110.508555,-8.979377,6.42
35710,65    Aur,110.510955,36.760584,5.12
35712,HIP 35712,110.514495,0.177121,5.99
35725,HIP 35725,110.555880,38.995944,6.40
35727,HIP 35727,110.556375,-19.016600,4.94
35735,47    Cam,110.571600,59.901996,6.36
35737,HIP 35737,110.577465,-2.979175,6.23
35749,HIP 35749,110.605785,-5.982829,5.83
35751,HIP 35751,110.617995,0.700831,6.43
35785,19    Lyn,110.716905,55.281392,5.80
35795,HIP 35795,110.752905,-31.923781,5.40
35842,58    Gem,110.867250,22.945349,6.17
35846,57    Gem,110.868810,25.050531,5.04
35848,HIP 35848,110.870790,-27.834294,5.37
35855,HIP 35855,110.882895,-32.202067,5.41
35893,HIP 35893,110.993070,-35.837824,6.32
35904,Aludra,111.023760,-29.303104,2.45
35907,66    Aur,111.035280,40.672389,5.23
35920,HIP 35920,111.071805,-22.912758,6.20
35933,HIP 35933,111.115200,15.517195,6.47
35941,59    Gem,111.139380,27.637857,5.77
35946,HIP 35946,111.154665,-71.470657,6.49
35951,HIP 35951,111.167445,-16.201473,5.18
35957,HIP 35957,111.182730,-31.808905,5.35
35960,HIP 35960,111.197325,-37.291193,6.14
35975,HIP 35975,111.212010,-19.012279,6.24
35984,HIP 35984,111.237855,51.887258,5.80
35987,1    CMi,111.242415,11.669524,5.37
35998,HIP 35998,111.284655,-13.751978,5.79
36017,HIP 36017,111.333225,-21.982591,6.04
36019,HIP 36019,111.341535,81.257456,6.30
36024,HIP 36024,111.355290,-25.217767,5.79
36039,Eps Men,111.409050,-79.094188,5.54
36041,2Eps CMi,111.412065,9.276097,4.99
36045,HIP 36045,111.429090,-31.738720,6.32
36046,60Iot Gem,111.431685,27.798080,3.78
36055,HIP 36055,111.463335,-5.774961,5.98
36114,HIP 36114,111.591045,-51.018481,5.09
36123,HIP 36123,111.615780,10.608067,6.38
36141,HIP 36141,111.671730,11.008833,6.39
36143,HIP 36143,111.676950,-34.140692,5.90
36145,21    Lyn,111.678555,49.211527,4.61
36156,61    Gem,111.734715,20.257557,5.94
36168,HIP 36168,111.747840,-23.086023,5.65
36186,HIP 36186,111.783285,-17.864861,5.60
36188,Gomeisa,111.787680,8.289315,2.89
36211,HIP 36211,111.857670,66.331571,6.47
36236,HIP 36236,111.928905,-22.859199,5.98
36238,63    Gem,111.934860,21.445247,5.20
36251,HIP 36251,111.965250,-11.556867,5.79
36258,HIP 36258,111.996510,-29.155896,5.55
36264,HIP 36264,112.008030,-26.838974,6.26
36265,5Eta CMi,112.008645,6.941968,5.22
36284,4Gam CMi,112.040805,8.925530,4.33
36325,HIP 36325,112.166250,27.552938,6.36
36340,HIP 36340,112.196895,15.109822,6.23
36345,HIP 36345,112.213140,-31.848401,5.95
36346,HIP 36346,112.214190,-64.509804,6.38
36348,HIP 36348,112.214520,48.183930,5.70
36351,HIP 36351,112.219320,46.314618,6.42
36362,HIP 36362,112.270485,-31.456216,5.78
36363,HIP 36363,112.273740,-38.812065,5.41
36366,62Rho Gem,112.277925,31.784550,4.16
36377,Sig Pup,112.307685,-43.301432,3.25
36388,HIP 36388,112.327785,-1.905329,5.60
36393,64    Gem,112.335180,28.118275,5.07
36395,HIP 36395,112.341105,-14.998657,6.05
36396,HIP 36396,112.342110,-10.326664,5.75
36399,HIP 36399,112.356825,-7.551168,5.86
36425,6    CMi,112.449090,12.006564,4.55
36429,65    Gem,112.453200,27.916146,5.01
36431,HIP 36431,112.464225,-23.024287,4.85
36439,22    Lyn,112.483005,49.672463,5.35
36444,HIP 36444,112.498875,-52.651157,5.87
36496,HIP 36496,112.628805,-54.399365,5.95
36514,HIP 36514,112.677510,-30.962281,4.65
36526,HIP 36526,112.713060,-5.226494,6.24
36528,HIP 36528,112.719570,68.465621,5.63
36547,HIP 36547,112.768665,82.411466,4.92
36553,HIP 36553,112.786605,11.202979,6.38
36616,HIP 36616,112.951650,17.086046,5.45
36640,HIP 36640,113.024010,-8.881326,5.90
36641,7Del1CMi,113.024790,1.914481,5.24
36657,HIP 36657,113.092800,-35.961188,6.35
36721,HIP 36721,113.290740,-24.710731,5.84
36723,8Del2CMi,113.298615,3.290379,5.59
36728,HIP 36728,113.304840,-40.058522,6.27
36732,HIP 36732,113.331510,-19.412525,5.64
36736,HIP 36736,113.342445,-14.338307,6.21
36740,HIP 36740,113.353455,37.187897,6.40
36760,68    Gem,113.402010,15.826662,5.27
36773,HIP 36773,113.449845,-14.523892,4.82
36778,HIP 36778,113.462685,-36.338392,5.42
36779,HIP 36779,113.464665,51.314147,6.44
36795,HIP 36795,113.513265,-22.296067,4.44
36796,HIP 36796,113.520690,10.568076,6.28
36807,HIP 36807,113.553465,-33.463430,6.11
36812,9Del3CMi,113.566215,3.371725,5.83
36817,HIP 36817,113.577585,-23.473661,5.06
36848,HIP 36848,113.644995,-27.012275,5.78
36850,Castor,113.649510,31.888276,1.58
36856,HIP 36856,113.664930,-51.474517,6.29
36896,HIP 36896,113.786670,30.960924,5.34
36914,HIP 36914,113.840250,-74.274957,6.33
36917,HIP 36917,113.845410,-28.369323,4.65
36942,HIP 36942,113.915475,-52.533836,4.93
36962,69Ups Gem,113.980620,26.895741,4.06
36965,HIP 36965,113.983260,43.030959,6.37
36977,HIP 36977,114.006705,-55.887708,6.39
36981,HIP 36981,114.016230,-14.492771,5.66
36986,HIP 36986,114.030885,-22.160505,6.40
37000,HIP 37000,114.069570,-8.311302,6.27
37023,HIP 37023,114.131835,46.180288,5.66
37031,HIP 37031,114.144615,5.862171,5.89
37036,HIP 37036,114.170970,-19.702338,5.69
37043,HIP 37043,114.183000,-48.830167,5.69
37046,HIP 37046,114.196005,55.755060,5.93
37088,25    Mon,114.319545,-4.110979,5.14
37089,HIP 37089,114.320535,-23.775399,6.34
37091,HIP 37091,114.324150,40.025383,6.34
37096,HIP 37096,114.342135,-34.968530,4.53
37128,HIP 37128,114.437595,-38.010425,6.38
37140,HIP 37140,114.474420,48.773842,5.93
37165,HIP 37165,114.559875,24.360441,6.37
37173,HIP 37173,114.575190,-25.364804,4.69
37174,HIP 37174,114.575865,-48.601436,5.68
37202,HIP 37202,114.635565,-38.781487,6.20
37204,70    Gem,114.636900,35.048550,5.58
37223,HIP 37223,114.682920,-36.496830,5.78
37229,HIP 37229,114.707790,-26.803836,3.80
37248,HIP 37248,114.751350,-53.273357,6.06
37265,Jishui,114.791400,34.584346,4.89
37269,HIP 37269,114.800025,24.222528,6.18
37279,Procyon,114.825495,5.224993,0.40
37289,HIP 37289,114.850815,-16.847292,6.40
37293,HIP 37293,114.862425,-26.863102,6.50
37297,HIP 37297,114.863925,-38.308021,4.84
37300,74    Gem,114.869130,17.674519,5.04
37322,HIP 37322,114.932565,-38.139287,5.73
37329,HIP 37329,114.949485,-38.260652,5.76
37339,HIP 37339,114.975375,32.009727,6.16
37345,HIP 37345,114.991635,-37.579422,5.99
37364,HIP 37364,115.056375,-19.660861,5.92
37369,HIP 37369,115.061250,38.344539,5.77
37375,HIP 37375,115.087560,-11.752552,6.43
37379,HIP 37379,115.096710,-15.263920,4.98
37391,HIP 37391,115.129425,87.020091,5.05
37394,HIP 37394,115.148010,-8.185430,6.01
37404,HIP 37404,115.196595,13.771251,6.23
37406,23    Lyn,115.206435,57.082865,6.09
37428,HIP 37428,115.243830,23.018527,5.93
37441,HIP 37441,115.301730,48.131533,5.58
37447,26Alp Mon,115.311810,-9.551131,3.94
37450,HIP 37450,115.315905,-38.533532,5.41
37461,HIP 37461,115.340520,-44.632168,6.41
37465,HIP 37465,115.348035,-22.336721,6.16
37478,HIP 37478,115.396485,3.624779,5.95
37504,Zet Vol,115.455060,-72.606098,3.93
37508,HIP 37508,115.466025,13.480453,5.79
37521,HIP 37521,115.513410,14.208503,5.55
37530,HIP 37530,115.542585,-58.630918,6.40
37580,HIP 37580,115.681500,34.000218,6.05
37590,HIP 37590,115.700640,-26.351326,5.64
37599,HIP 37599,115.722270,-58.230058,6.20
37606,HIP 37606,115.737975,-45.173118,5.04
37609,24    Lyn,115.751820,58.710360,4.93
37614,HIP 37614,115.772580,0.189333,6.17
37623,HIP 37623,115.799940,-36.050089,5.60
37629,75Sig Gem,115.828005,28.883510,4.23
37634,HIP 37634,115.838295,4.945762,6.50
37636,HIP 37636,115.842420,22.399472,6.25
37648,1    Pup,115.884945,-28.410885,4.63
37664,HIP 37664,115.924605,-40.933746,5.12
37666,HIP 37666,115.928835,-38.201879,6.42
37677,3    Pup,115.951950,-28.954826,3.94
37701,HIP 37701,116.017425,50.433794,5.31
37704,76    Gem,116.028810,25.784159,5.30
37705,HIP 37705,116.031810,2.405422,6.46
37710,HIP 37710,116.040405,-36.062505,5.80
37720,HIP 37720,116.054460,-69.821593,6.16
37723,HIP 37723,116.058570,12.860071,6.40
37740,77Kap Gem,116.111895,24.397993,3.57
37751,HIP 37751,116.142375,-24.674079,5.62
37752,HIP 37752,116.142450,-37.942917,5.89
37773,HIP 37773,116.182785,-66.071933,6.37
37819,HIP 37819,116.313735,-37.968584,3.62
37823,HIP 37823,116.325195,-43.752566,6.02
37826,Pollux,116.329155,28.026199,1.16
37843,2    Pup,116.371380,-14.690537,6.06
37853,HIP 37853,116.396040,-34.172363,5.36
37854,HIP 37854,116.397990,-56.722570,6.10
37891,4    Pup,116.486955,-14.563805,5.03
37901,HIP 37901,116.509125,-6.772511,5.49
37908,81    Gem,116.531040,18.510043,4.89
37915,HIP 37915,116.543940,-37.933670,5.87
37921,11    CMi,116.567505,10.768252,5.25
37934,49    Cam,116.614335,62.830522,6.50
37939,HIP 37939,116.639250,-37.772569,6.31
37946,HIP 37946,116.663655,37.517394,5.15
37949,51    Cam,116.666895,65.455676,5.93
37951,HIP 37951,116.686305,-12.675313,6.39
37982,HIP 37982,116.774010,-39.330996,6.33
37995,HIP 37995,116.802315,-22.519510,5.90
37996,HIP 37996,116.810835,-36.073600,6.46
38010,HIP 38010,116.854140,-38.511145,5.07
38016,80Pi  Gem,116.876355,33.415697,5.14
38020,HIP 38020,116.881275,-46.608490,5.22
38031,HIP 38031,116.910525,-15.990688,6.31
38037,HIP 38037,116.938365,-16.014483,6.38
38048,5    Pup,116.986335,-12.192705,5.48
38070,Omi Pup,117.021540,-25.937169,4.40
38074,HIP 38074,117.035610,-40.652378,6.14
38087,HIP 38087,117.081255,-56.471075,6.30
38089,HIP 38089,117.084120,-47.077722,4.69
38106,82    Gem,117.140160,23.140980,6.18
38146,HIP 38146,117.256980,-24.912208,5.32
38147,HIP 38147,117.257655,13.371869,6.07
38152,HIP 38152,117.277995,-56.410360,5.57
38159,HIP 38159,117.303600,-46.857717,5.82
38160,HIP 38160,117.303855,-60.283688,5.78
38164,HIP 38164,117.309570,-46.373205,4.10
38167,HIP 38167,117.311040,-35.243286,5.94
38170,Azmidi,117.323565,-24.859786,3.34
38183,HIP 38183,117.367875,-44.751157,6.32
38184,HIP 38184,117.370035,-13.352948,6.23
38196,HIP 38196,117.384645,12.814250,6.42
38200,HIP 38200,117.397530,-33.288950,5.61
38206,HIP 38206,117.416565,-14.085359,6.34
38209,HIP 38209,117.419850,-19.505518,6.49
38210,HIP 38210,117.420810,-66.195974,5.78
38211,6    Pup,117.421665,-17.228408,5.17
38246,HIP 38246,117.523620,-19.523548,6.11
38253,HIP 38253,117.544065,-9.183441,5.60
38267,HIP 38267,117.599355,-50.509468,5.89
38292,HIP 38292,117.677130,-44.579945,6.45
38300,HIP 38300,117.697485,3.277253,6.17
38303,HIP 38303,117.712905,4.459514,6.49
38306,HIP 38306,117.722625,0.079556,6.38
38307,HIP 38307,117.730155,-11.128602,6.16
38316,HIP 38316,117.750330,-24.528557,6.43
38319,HIP 38319,117.759825,33.233653,6.06
38325,HIP 38325,117.773865,54.129240,6.03
38349,HIP 38349,117.813930,37.082085,6.49
38355,HIP 38355,117.834750,-43.095232,6.34
38370,HIP 38370,117.918165,-42.888202,6.05
38372,8    Pup,117.920370,-12.819405,6.37
38373,13Zet CMi,117.924945,1.766868,5.12
38375,HIP 38375,117.929280,-21.173662,5.62
38382,9    Pup,117.942930,-13.898029,5.16
38394,HIP 38394,117.986565,19.325085,6.03
38403,HIP 38403,118.016145,45.932989,6.50
38406,HIP 38406,118.029960,3.277342,6.30
38414,HIP 38414,118.054320,-40.575786,3.71
38423,HIP 38423,118.065360,-34.705442,5.01
38427,10    Pup,118.078665,-14.846175,5.69
38438,HIP 38438,118.123935,-54.367165,5.70
38449,HIP 38449,118.151835,55.209443,6.36
38455,HIP 38455,118.161030,-38.862812,4.49
38474,HIP 38474,118.199415,-5.428257,5.76
38497,HIP 38497,118.264620,-36.363769,5.44
38500,HIP 38500,118.265160,-49.613044,4.63
38518,HIP 38518,118.325670,-48.102934,4.22
38538,83Phi Gem,118.374240,26.765783,4.97
38593,HIP 38593,118.545870,-35.877287,5.48
38623,25    Lyn,118.621950,47.385982,6.25
38635,HIP 38635,118.666320,-34.846713,6.14
38639,26    Lyn,118.677960,47.564596,5.47
38656,HIP 38656,118.722300,-57.302806,5.62
38667,HIP 38667,118.751790,-52.583330,6.36
38686,HIP 38686,118.807710,-30.917643,6.45
38712,HIP 38712,118.880970,8.862840,5.86
38722,85    Gem,118.916235,19.883970,5.38
38723,HIP 38723,118.920150,35.412684,6.23
38732,HIP 38732,118.944120,-43.845054,6.02
38783,HIP 38783,119.077710,-60.526436,5.74
38792,HIP 38792,119.094675,-30.284570,6.28
38794,HIP 38794,119.099610,4.485567,6.16
38827,Chi Car,119.194695,-52.982360,3.46
38835,11    Pup,119.214750,-22.880119,4.20
38845,HIP 38845,119.240940,-42.406475,6.09
38846,HIP 38846,119.240850,-43.500411,5.36
38848,1    Cnc,119.247720,15.790281,5.80
38863,HIP 38863,119.303160,-63.296835,6.14
38868,HIP 38868,119.316165,8.641220,6.03
38870,HIP 38870,119.317890,1.127029,6.35
